Song,Artist/Group,Producer,Guest Artist/Featuring,Album,Format,Year,Label,Catalog Number,Artwork/Design,Other Notes,Keywords
I'm a Baritone Myself,Omaur Bliss,Ronin/Omaur Bliss,,s/t,Compact Disc,2005,self-released,,,,
I'm Sorry,Omaur Bliss,Omaur Bliss/Ronin,Jeffrey Moon (guitar),s/t,Compact Disc,2005,self-released,,,,
Long 4 U,Omaur Bliss,Omaur Bliss,Yoni (guitar); C.R. Avery (beatbox),s/t,Compact Disc,2005,self-released,,,,
No Sugar,Omaur Bliss,Omaur Bliss/Ronin,Joey Phillips (drums); James Buckley (bass); Aby Wolf (guitar),s/t,Compact Disc,2005,self-released,,,,
Remember the Time,Omaur Bliss,Omaur Bliss/Ronin,Jeffrey Moon (guitar),s/t,Compact Disc,2005,self-released,,,,
Santana,Omaur Bliss,Omaur Bliss,,s/t,Compact Disc,2005,self-released,,,,
Smorgasbord,Omaur Bliss,Omaur Bliss,Jeffrey Moon (guitar),s/t,Compact Disc,2005,self-released,,,,
Summatime,Omaur Bliss,Ronin,"Kahlil Queen (keys); James Buckley (bass); Tasha Baron (flute); Kahlil Queen, Shuwan McDearmon, Lee Williams (vocals); Ronin (Scratches)",s/t,Compact Disc,2005,self-released,,,,
Surgeon General,Omaur Bliss,Ronin,Ronin (scratches),s/t,Compact Disc,2005,self-released,,,,
Tom Waits 4 an Afgan,Omaur Bliss,Ronin/Omaur Bliss,,s/t,Compact Disc,2005,self-released,,,,
What Does It Take,Omaur Bliss,Ronin/Omaur Bliss,Medida (vocals); Ben Berg (guitar),s/t,Compact Disc,2005,self-released,,,,
Yeah,Omaur Bliss,Omaur Bliss ,"Kahlil Queen, Shuwan Mcdearmon, Lee Williams (vocals)",s/t,Compact Disc,2005,self-released,,,,
A Day in the Life...,Try D and The Midwest All-Starz,,,S/T,Compact Disc,2001,,,,,
Body Blows,Try D and The Midwest All-Starz,,"Jacques Ku'sto, Golden",S/T,Compact Disc,2001,,,,,
Double D Breast Milk,Try D and The Midwest All-Starz,,,S/T,Compact Disc,2001,,,,,
Freestyle Skit Part One,Try D and The Midwest All-Starz,,,S/T,Compact Disc,2001,,,,,
Freestyle Skit Part Three,Try D and The Midwest All-Starz,,,S/T,Compact Disc,2001,,,,,
Freestyle Skit Part Two,Try D and The Midwest All-Starz,,,S/T,Compact Disc,2001,,,,,
I-Ball Skit,Try D and The Midwest All-Starz,,,S/T,Compact Disc,2001,,,,,
Me and Zachy,Try D and The Midwest All-Starz,,,S/T,Compact Disc,2001,,,,,
Midwestern Western,Try D and The Midwest All-Starz,,"Lojik Reazon, Mik Chek",S/T,Compact Disc,2001,,,,,
Outro,Try D and The Midwest All-Starz,,,S/T,Compact Disc,2001,,,,,
R+B Not For Me,Try D and The Midwest All-Starz,,Mesh,S/T,Compact Disc,2001,,,,,
Regretz and Realizationz,Try D and The Midwest All-Starz,,Unicus,S/T,Compact Disc,2001,,,,,
Song After Song,Try D and The Midwest All-Starz,,,S/T,Compact Disc,2001,,,,,
Strictly the Hardcore,Try D and The Midwest All-Starz,,,S/T,Compact Disc,2001,,,,,
Take That,Try D and The Midwest All-Starz,,Sensei J ,S/T,Compact Disc,2001,,,,,
Think,Try D and The Midwest All-Starz,,"Big Jess, Mad Son",S/T,Compact Disc,2001,,,,,
Uma ,Try D and The Midwest All-Starz,,,S/T,Compact Disc,2001,,,,,
What Goes Up...,Try D and The Midwest All-Starz,,Bobby Hatfield,S/T,Compact Disc,2001,,,,,
Wrong Clan,Try D and The Midwest All-Starz,,Unicus,S/T,Compact Disc,2001,,,,,
Don't Forget,Atmosphere,Ant,Brett Johnson (bass) and Erick Anderson (piano),Sad Clown Bad Dub #9,Compact Disc,2007,Rhymesayers Entertainment,RSE0089,Bo Hakala (photos) and Adam Garcia (design),,
Mattress,Atmosphere,Ant,"Nate Collis (guitar), Brett Johnson (bass), Erick Anderson (piano), Mankwe Ndosi (vocals)",Sad Clown Bad Dub #9,Compact Disc,2007,Rhymesayers Entertainment,RSE0089,Bo Hakala (photos) and Adam Garcia (design),,
RFTC,Atmosphere,Ant,"Nate Collis (guitar), Brett Johnson (bass), Erick Anderson (piano)",Sad Clown Bad Dub #9,Compact Disc,2007,Rhymesayers Entertainment,RSE0089,Bo Hakala (photos) and Adam Garcia (design),,
Sunshine,Atmosphere,Ant,Musab (vocals),Sad Clown Bad Dub #9,Compact Disc,2007,Rhymesayers Entertainment,RSE0089,Bo Hakala (photos) and Adam Garcia (design),,
The Number One,Atmosphere,Ant,,Sad Clown Bad Dub #9,Compact Disc,2007,Rhymesayers Entertainment,RSE0089,Bo Hakala (photos) and Adam Garcia (design),,
Lyndale Avenue User's Manual,Atmosphere,Ant,"Nate Collis (guitar), Brett Johnson (bass), Scotty Rapp (synth)",Sad Clown Bad Fall #10,Compact Disc,2007,Rhymesayers Entertainment,RSE0090-2,Adam Martin,,
Makes the Sun Come Out,Atmosphere,Ant,"Brett Johnson (bass), Erick Anderson (synth), Scotty Rapp (synth)",Sad Clown Bad Fall #10,Compact Disc,2007,Rhymesayers Entertainment,RSE0090-2,Adam Martin,,
Party Over Here,Atmosphere,Ant,"Nate Collis (guitar), Brett Johnson (bass), Erick Anderson (synth), Scotty Rapp (synth)",Sad Clown Bad Fall #10,Compact Disc,2007,Rhymesayers Entertainment,RSE0090-2,Adam Martin,,
Peyote,Atmosphere,Ant,"Nate Collis (guitar), Brett Johnson (bass), Erick Anderson (synth), Mankwe Ndosi (vocals)",Sad Clown Bad Fall #10,Compact Disc,2007,Rhymesayers Entertainment,RSE0090-2,Adam Martin,,
The Rooster,Atmosphere,Ant,"Nate Collis (guitar), Brett Johnson (bass), ",Sad Clown Bad Fall #10,Compact Disc,2007,Rhymesayers Entertainment,RSE0090-2,Adam Martin,,
Carry Me Home,Atmosphere,Ant,,Sad Clown Bad Spring #12,Compact Disc,2008,Rhymesayers Entertainment,RSE0094-2,Adam Garcia,,
Good Daddy,Atmosphere,Ant,,Sad Clown Bad Spring #12,Compact Disc,2008,Rhymesayers Entertainment,RSE0094-2,Adam Garcia,,
Happymess,Atmosphere,Ant,,Sad Clown Bad Spring #12,Compact Disc,2008,Rhymesayers Entertainment,RSE0094-2,Adam Garcia,,
Less One,Atmosphere,Ant,,Sad Clown Bad Spring #12,Compact Disc,2008,Rhymesayers Entertainment,RSE0094-2,Adam Garcia,,
Not Another Day,Atmosphere,Ant,,Sad Clown Bad Spring #12,Compact Disc,2008,Rhymesayers Entertainment,RSE0094-2,Adam Garcia,,
66th Street,Atmosphere,Ant,"Brian Mcleod (drums), Erick Anderson (keyboards), Brett Johnson (bass); Nate Collis (guitar)",Sad Clown Bad Winter #11,Compact Disc,2007,Rhymesayers Entertainment,RSE0091-2,Adam Garcia (design); Jake Keeler (paintings),,
Beautiful,Atmosphere,Ant,Scotty Rapp (synth); Dustin Kiel (lapsteel),Sad Clown Bad Winter #11,Compact Disc,2007,Rhymesayers Entertainment,RSE0091-2,Adam Garcia (design); Jake Keeler (paintings),,
Don't Stop,Atmosphere,Ant,,Sad Clown Bad Winter #11,Compact Disc,2007,Rhymesayers Entertainment,RSE0091-2,Adam Garcia (design); Jake Keeler (paintings),,
"Ha, This One is About Alcohol, Too",Atmosphere,Ant,,Sad Clown Bad Winter #11,Compact Disc,2007,Rhymesayers Entertainment,RSE0091-2,Adam Garcia (design); Jake Keeler (paintings),,
They All Get Mad At You,Atmosphere,Ant,"Brian Mcleod (drums), Erick Anderson (keyboards), Brett Johnson (bass); Nate Collis (guitar)",Sad Clown Bad Winter #11,Compact Disc,2007,Rhymesayers Entertainment,RSE0091-2,Adam Garcia (design); Jake Keeler (paintings),,
Track 1,G.O.B.,,,Salute Me or Shoot Me Mixtape,Compact Disc,,,,,,
Track 10,G.O.B.,,,Salute Me or Shoot Me Mixtape,Compact Disc,,,,,,
Track 11,G.O.B.,,,Salute Me or Shoot Me Mixtape,Compact Disc,,,,,,
Track 12,G.O.B.,,,Salute Me or Shoot Me Mixtape,Compact Disc,,,,,,
Track 13,G.O.B.,,,Salute Me or Shoot Me Mixtape,Compact Disc,,,,,,
Track 14,G.O.B.,,,Salute Me or Shoot Me Mixtape,Compact Disc,,,,,,
Track 15,G.O.B.,,,Salute Me or Shoot Me Mixtape,Compact Disc,,,,,,
Track 16,G.O.B.,,,Salute Me or Shoot Me Mixtape,Compact Disc,,,,,,
Track 17,G.O.B.,,,Salute Me or Shoot Me Mixtape,Compact Disc,,,,,,
Track 18,G.O.B.,,,Salute Me or Shoot Me Mixtape,Compact Disc,,,,,,
Track 19,G.O.B.,,,Salute Me or Shoot Me Mixtape,Compact Disc,,,,,,
Track 2,G.O.B.,,,Salute Me or Shoot Me Mixtape,Compact Disc,,,,,,
Track 3,G.O.B.,,,Salute Me or Shoot Me Mixtape,Compact Disc,,,,,,
Track 4,G.O.B.,,,Salute Me or Shoot Me Mixtape,Compact Disc,,,,,,
Track 5,G.O.B.,,,Salute Me or Shoot Me Mixtape,Compact Disc,,,,,,
Track 6,G.O.B.,,,Salute Me or Shoot Me Mixtape,Compact Disc,,,,,,
Track 7,G.O.B.,,,Salute Me or Shoot Me Mixtape,Compact Disc,,,,,,
Track 8,G.O.B.,,,Salute Me or Shoot Me Mixtape,Compact Disc,,,,,,
Track 9,G.O.B.,,,Salute Me or Shoot Me Mixtape,Compact Disc,,,,,,
Harry Met Sally,Analyrical,Patti B,,"Sampler, Volume 1",Compact Disc,2007,,,,,
Split,Background Noise Crew,Phingaz,,"Sampler, Volume 1",Compact Disc,2007,,,,,
Turn It Up,Background Noise Crew,Phingaz,,"Sampler, Volume 1",Compact Disc,2007,,,,,
Planetary Mission,Case of the Mondays,Insane Beats,,"Sampler, Volume 1",Compact Disc,2007,,,,,
Quickie,Frugalis McSpiteful,Black Jack Armstrong,,"Sampler, Volume 1",Compact Disc,2007,,,,,
Countdown,Green Sketch,Phingaz,,"Sampler, Volume 1",Compact Disc,2007,,,,,
Quiet Music,Status Reign,Flawless Tracks,,"Sampler, Volume 1",Compact Disc,2007,,,,,
Crash Recliner,T.Q.D.,Poorboy,,"Sampler, Volume 1",Compact Disc,2007,,,,,
Paid for Programming,Tonekrusher Smith,Black Jack Armstrong,,"Sampler, Volume 1",Compact Disc,2007,,,,,
Actions,I Self Devine,Vitamin D,DJ Fu-Man Chu (scratches),Self Destruction,Compact Disc,2005,Rhymesayers Entertainment,0066-2,,,
All I Know,I Self Devine,Ant,Devon Gray (Keyboards),Self Destruction,Compact Disc,2005,Rhymesayers Entertainment,0066-2,,,
All We Need is Another Day,I Self Devine,Bean One,,Self Destruction,Compact Disc,2005,Rhymesayers Entertainment,0066-2,,,
Everyday Shit,I Self Devine,Jake One,Vitamin D (scratches),Self Destruction,Compact Disc,2005,Rhymesayers Entertainment,0066-2,,,
Feel My Pain,I Self Devine,Ant,,Self Destruction,Compact Disc,2005,Rhymesayers Entertainment,0066-2,,,
Getcha Money On,I Self Devine,Ant,Nate the Guitar Man (guiatr); Twinkie Jiggles (Bass); Ant (scratches),Self Destruction,Compact Disc,2005,Rhymesayers Entertainment,0066-2,,,
I Am,I Self Devine,Vitamin D & I Self Devine,Vitamin D (scratches),Self Destruction,Compact Disc,2005,Rhymesayers Entertainment,0066-2,,,
I Can't Say Nothing Wrong,I Self Devine,Ant,"Mankwe Ndosi, Roxanne O'Brian (vocals)",Self Destruction,Compact Disc,2005,Rhymesayers Entertainment,0066-2,,,
Ice Cold,I Self Devine,Jake One,Vitamin D (scratches),Self Destruction,Compact Disc,2005,Rhymesayers Entertainment,0066-2,,,
Live in the Moment,I Self Devine,Vitamin D,Nate the Guitar Man (guiatr),Self Destruction,Compact Disc,2005,Rhymesayers Entertainment,0066-2,,,
Love Song,I Self Devine,Bean One,,Self Destruction,Compact Disc,2005,Rhymesayers Entertainment,0066-2,,,
Overthrow,I Self Devine,Ant,Nate the Guitar man (swinging tubes); Twinkie Jiggles (bass); Ant (scratches),Self Destruction,Compact Disc,2005,Rhymesayers Entertainment,0066-2,,,
Sex Sex Sex,I Self Devine,Vitamin D,,Self Destruction,Compact Disc,2005,Rhymesayers Entertainment,0066-2,,,
Sunshine,I Self Devine,Ant,Nate the Guitar man (guitar); Twinkie Jiggles (bass),Self Destruction,Compact Disc,2005,Rhymesayers Entertainment,0066-2,,,
This Is It,I Self Devine,Jake One,,Self Destruction,Compact Disc,2005,Rhymesayers Entertainment,0066-2,,,
Amor Arrows,Kanser,,Cool Kevin Hunt (drums); Corey Hess (bass); Matt Unqa (guitar); High Style Kyle (horns),Self-Titled,Compact Disc,2005,Interlock Records,INT 012,,,
Average Rap Music?,Kanser,dial_system,A. Valente (intro),Self-Titled,Compact Disc,2005,Interlock Records,INT 012,,,
Back Up,Kanser,DJ Absolute,,Self-Titled,Compact Disc,2005,Interlock Records,INT 012,,,
Endetwa,Kanser,Big Jess,,Self-Titled,Compact Disc,2005,Interlock Records,INT 012,Chuck U. ,,
I Am Recognizin,Kanser,Big Jess,,Self-Titled,Compact Disc,2005,Interlock Records,INT 012,,,
Look Love,Kanser,Medium Zach,,Self-Titled,Compact Disc,2005,Interlock Records,INT 012,,,
Music,Kanser,Big Jess,Pee Wee Dread and Samarha (vocals); Brandon Allday (beatbox),Self-Titled,Compact Disc,2005,Interlock Records,INT 012,,,
New Breath,Kanser,84 Caprice,,Self-Titled,Compact Disc,2005,Interlock Records,INT 012,,,
No D in Erogenous,Kanser,Most Wanted Records,Dessa (vocals),Self-Titled,Compact Disc,2005,Interlock Records,INT 012,,,
Peaces of the Puzzle,Kanser,,Cool Kevin Hunt (drums); Corey Hess (bass); Matt Unqa (guitar),Self-Titled,Compact Disc,2005,Interlock Records,INT 012,,,
People,Kanser,,Rico Simon Mendez (everything played),Self-Titled,Compact Disc,2005,Interlock Records,INT 012,,,
Poukisa,Kanser,Nate Ball,,Self-Titled,Compact Disc,2005,Interlock Records,INT 012,,,
Silent Treatment,Kanser,84 Caprice,Sarah White (vocals); Rico Simon Mendez  (guitar),Self-Titled,Compact Disc,2005,Interlock Records,INT 012,,,
Travlin,Kanser,84 Caprice,,Self-Titled,Compact Disc,2005,Interlock Records,INT 012,,,
Under the Sun,Kanser,84 Caprice,John Keston (Rhodes); Ezekiel Caligiuri from Stillwater Prison (poem),Self-Titled,Compact Disc,2005,Interlock Records,INT 012,,,
Walk With the Sun,Kanser,,"Traditional Methods, Pee Wee Dread, and P.Stile (vocals); Corey Hess (drums); Matt Unqa (guitar); Will Shuford and Adam (Whatever!) Davis (beatbox)",Self-Titled,Compact Disc,2005,Interlock Records,INT 012,,,
2020 (Skit),Empire Fleet,Sevin Freize,,Semper Fidelis,Compact Disc,2001,J-I Productions,,Sensei J + Sevin Freize (photos) and Sensei J (artwork),,
Bossman,Empire Fleet,Buc Raw,,Semper Fidelis,Compact Disc,2001,J-I Productions,,Sensei J + Sevin Freize (photos) and Sensei J (artwork),,
Cigarro (Skit),Empire Fleet,Sensei J,,Semper Fidelis,Compact Disc,2001,J-I Productions,,Sensei J + Sevin Freize (photos) and Sensei J (artwork),,
Hang 'Em High,Empire Fleet,Sevin Freize,,Semper Fidelis,Compact Disc,2001,J-I Productions,,Sensei J + Sevin Freize (photos) and Sensei J (artwork),,
Homestyle Unit,Empire Fleet,Buc Raw,,Semper Fidelis,Compact Disc,2001,J-I Productions,,Sensei J + Sevin Freize (photos) and Sensei J (artwork),,
I Get Around,Empire Fleet,Buc Raw,,Semper Fidelis,Compact Disc,2001,J-I Productions,,Sensei J + Sevin Freize (photos) and Sensei J (artwork),,
Intro,Empire Fleet,Sensei J,,Semper Fidelis,Compact Disc,2001,J-I Productions,,Sensei J + Sevin Freize (photos) and Sensei J (artwork),,
Invincible,Empire Fleet,Sensei J,,Semper Fidelis,Compact Disc,2001,J-I Productions,,Sensei J + Sevin Freize (photos) and Sensei J (artwork),,
It's The Real,Empire Fleet,Buc Raw,,Semper Fidelis,Compact Disc,2001,J-I Productions,,Sensei J + Sevin Freize (photos) and Sensei J (artwork),,
On This Here (Brazil Mix),Empire Fleet,Sensei J,,Semper Fidelis,Compact Disc,2001,J-I Productions,,Sensei J + Sevin Freize (photos) and Sensei J (artwork),,
Out Da Basement Prt. 2 (Lyrical Looseness),Empire Fleet,Buc Raw,,Semper Fidelis,Compact Disc,2001,J-I Productions,,Sensei J + Sevin Freize (photos) and Sensei J (artwork),,
Outro (Shout Outs),Empire Fleet,Buc Raw,,Semper Fidelis,Compact Disc,2001,J-I Productions,,Sensei J + Sevin Freize (photos) and Sensei J (artwork),,
Public Beheadings,Empire Fleet,Sensei J,,Semper Fidelis,Compact Disc,2001,J-I Productions,,Sensei J + Sevin Freize (photos) and Sensei J (artwork),,
Sevin's Theme,Empire Fleet,Sevin Freize,,Semper Fidelis,Compact Disc,2001,J-I Productions,,Sensei J + Sevin Freize (photos) and Sensei J (artwork),,
Soldiers to the Front,Empire Fleet,Sevin Freize,,Semper Fidelis,Compact Disc,2001,J-I Productions,,Sensei J + Sevin Freize (photos) and Sensei J (artwork),,
Superstar,Empire Fleet,Sensei J,,Semper Fidelis,Compact Disc,2001,J-I Productions,,Sensei J + Sevin Freize (photos) and Sensei J (artwork),,
The Unknown,Empire Fleet,Sensei J + Amahn,,Semper Fidelis,Compact Disc,2001,J-I Productions,,Sensei J + Sevin Freize (photos) and Sensei J (artwork),,
Throw Your Fist Up,Empire Fleet,Josh Johnz,,Semper Fidelis,Compact Disc,2001,J-I Productions,,Sensei J + Sevin Freize (photos) and Sensei J (artwork),,
Victory Parade,Empire Fleet,Sevin Freize,,Semper Fidelis,Compact Disc,2001,J-I Productions,,Sensei J + Sevin Freize (photos) and Sensei J (artwork),,
X Or Flex?,Empire Fleet,Sensei J,,Semper Fidelis,Compact Disc,2001,J-I Productions,,Sensei J + Sevin Freize (photos) and Sensei J (artwork),,
Bring The Soul Back,Carnage/Booka B,,,Sense of Sound,Compact Disc,2007,Hecatomb,HECA003,,,
Bring The Soul Back (Continued),Carnage/Booka B,,,Sense of Sound,Compact Disc,2007,Hecatomb,HECA003,,,
Creative Freedom,Carnage/Booka B,,,Sense of Sound,Compact Disc,2007,Hecatomb,HECA003,,,
Get Down Wit Us,Carnage/Booka B,,,Sense of Sound,Compact Disc,2007,Hecatomb,HECA003,,,
Maximum Carnage,Carnage/Booka B,,,Sense of Sound,Compact Disc,2007,Hecatomb,HECA003,,,
Monsters Ink,Carnage/Booka B,,,Sense of Sound,Compact Disc,2007,Hecatomb,HECA003,,,
Negative Space,Carnage/Booka B,,,Sense of Sound,Compact Disc,2007,Hecatomb,HECA003,,,
Orientation,Carnage/Booka B,,,Sense of Sound,Compact Disc,2007,Hecatomb,HECA003,,,
Sense Of Sound,Carnage/Booka B,,,Sense of Sound,Compact Disc,2007,Hecatomb,HECA003,,,
Signature,Carnage/Booka B,,,Sense of Sound,Compact Disc,2007,Hecatomb,HECA003,,,
State of Emergency,Carnage/Booka B,,,Sense of Sound,Compact Disc,2007,Hecatomb,HECA003,,,
The Onset,Carnage/Booka B,,,Sense of Sound,Compact Disc,2007,Hecatomb,HECA003,,,
The Stank,Carnage/Booka B,,,Sense of Sound,Compact Disc,2007,Hecatomb,HECA003,,,
Unleashed,Carnage/Booka B,,,Sense of Sound,Compact Disc,2007,Hecatomb,HECA003,,,
Infatuation,BK-One,,Brother Ali (vocals); A-Born (production); Sean McPherson (bass),Set in Motion,Compact Disc,2007,Self-released,,Eric Inkala (Cover art); Mike Davis (Design and layout),,
Love,BK-One,,The Disruption Ensemble; Jacques and I Self Devine (dialogue),Set in Motion,Compact Disc,2007,Self-released,,Eric Inkala (Cover art); Mike Davis (Design and layout),,
Obsession,Bk-One,,Slug (vocals); Brother Ali (production); Brian Wolfe (bass); Brooks Nagel (bass); The Disruption Ensemble,Set in Motion,Compact Disc,2007,Self-released,,Eric Inkala (Cover art); Mike Davis (Design and layout),,
Always Coming Back Home To You / Shh Song,Atmosphere,Ant,Nate Collis (guitar),Seven's Travels,Compact Disc,2003,Rhymesayers Entertainment/Epitaph,86690-2,"Dan Monick (photos), Jake Keeler (paintings),Dan Monick, Jake Keeler, and Sean Daley (Polaroids); Siddiq and Slug (Layout and Design)",,
Apple,Atmosphere,Ant,,Seven's Travels,Compact Disc,2003,Rhymesayers Entertainment/Epitaph,86690-2,"Dan Monick (photos), Jake Keeler (paintings),Dan Monick, Jake Keeler, and Sean Daley (Polaroids); Siddiq and Slug (Layout and Design)",,
Bird Sings Why The Caged I Know,Atmosphere,Ant,"Cameron H., Kristin B., and Nate the Merchant (vocals)",Seven's Travels,Compact Disc,2003,Rhymesayers Entertainment/Epitaph,86690-2,"Dan Monick (photos), Jake Keeler (paintings),Dan Monick, Jake Keeler, and Sean Daley (Polaroids); Siddiq and Slug (Layout and Design)",,
Cats Van Bags,Atmosphere,Ant,Brother Ali (vocals),Seven's Travels,Compact Disc,2003,Rhymesayers Entertainment/Epitaph,86690-2,"Dan Monick (photos), Jake Keeler (paintings),Dan Monick, Jake Keeler, and Sean Daley (Polaroids); Siddiq and Slug (Layout and Design)",,
Denvemolorado,Atmosphere,Ant,,Seven's Travels,Compact Disc,2003,Rhymesayers Entertainment/Epitaph,86690-2,"Dan Monick (photos), Jake Keeler (paintings),Dan Monick, Jake Keeler, and Sean Daley (Polaroids); Siddiq and Slug (Layout and Design)",,
Good Times (Sick Pimpin'),Atmosphere,Ant,Tasha Baron (Rhodes),Seven's Travels,Compact Disc,2003,Rhymesayers Entertainment/Epitaph,86690-2,"Dan Monick (photos), Jake Keeler (paintings),Dan Monick, Jake Keeler, and Sean Daley (Polaroids); Siddiq and Slug (Layout and Design)",,
Gotta Lotta Walls,Atmosphere,Ant,"Tasha Baron (Rhodes), Anthony D. (vocals)",Seven's Travels,Compact Disc,2003,Rhymesayers Entertainment/Epitaph,86690-2,"Dan Monick (photos), Jake Keeler (paintings),Dan Monick, Jake Keeler, and Sean Daley (Polaroids); Siddiq and Slug (Layout and Design)",,
History,Atmosphere,Ant,,Seven's Travels,Compact Disc,2003,Rhymesayers Entertainment/Epitaph,86690-2,"Dan Monick (photos), Jake Keeler (paintings),Dan Monick, Jake Keeler, and Sean Daley (Polaroids); Siddiq and Slug (Layout and Design)",,
In My Continental,Atmosphere,Ant,I Self Devine (vocals),Seven's Travels,Compact Disc,2003,Rhymesayers Entertainment/Epitaph,86690-2,"Dan Monick (photos), Jake Keeler (paintings),Dan Monick, Jake Keeler, and Sean Daley (Polaroids); Siddiq and Slug (Layout and Design)",,
Jason,Atmosphere,Ant,Jason Cook (vocals),Seven's Travels,Compact Disc,2003,Rhymesayers Entertainment/Epitaph,86690-2,"Dan Monick (photos), Jake Keeler (paintings),Dan Monick, Jake Keeler, and Sean Daley (Polaroids); Siddiq and Slug (Layout and Design)",,
Lifter Puller,Atmosphere,Ant,"Sara Lindsay, Sage Francis, and others (vocals)",Seven's Travels,Compact Disc,2003,Rhymesayers Entertainment/Epitaph,86690-2,"Dan Monick (photos), Jake Keeler (paintings),Dan Monick, Jake Keeler, and Sean Daley (Polaroids); Siddiq and Slug (Layout and Design)",,
Liquor Lyles Cool July,Atmosphere,Ant,Crescent Moon and Advizor (vocals),Seven's Travels,Compact Disc,2003,Rhymesayers Entertainment/Epitaph,86690-2,"Dan Monick (photos), Jake Keeler (paintings),Dan Monick, Jake Keeler, and Sean Daley (Polaroids); Siddiq and Slug (Layout and Design)",,
Los Angeles,Atmosphere,Ant,,Seven's Travels,Compact Disc,2003,Rhymesayers Entertainment/Epitaph,86690-2,"Dan Monick (photos), Jake Keeler (paintings),Dan Monick, Jake Keeler, and Sean Daley (Polaroids); Siddiq and Slug (Layout and Design)",,
